TicketID,ExhibitionID,ArtistID,AttendeeName,AttendeeCity,Price,Qty,BookingDate,PaymentStatus
1614,1614,1614,Ms. Sophia,Sydney,979.11,37,1966-05-12,No
1615,1615,1615,Mr. Alice,BOM,804.16,12,1962-04-05,No
1616,1616,1616,Mrs. Emily,LON,381.66,25,1964-10-18,True
1617,1617,1617,Ms. Michael,DBX,600.81,43,2025-09-14,Y
1618,1618,1618,Mrs. Sophia,Dubai,200.81,1,1950-06-24,
1619,1619,1619,Dr. Alice,PAR,24.8,45,Bs1DfY,False
1620,1620,1620,Mr. David,LON,426.97,25,1953-03-23,No
1621,1621,1621,Ms. Alice,DBX,417.18,37,2011-02-15,No
1622,1622,1622,Ms. John,NYC,878.4,18,1975-07-25,N
1623,1623,1623,Ms. Alice,Mumbai,540.81,63,1958-09-09,True
1624,1624,1624,Mr. Alice,New York,240.26,66,2012-02-22,Yes
1625,1625,1625,Mrs. Olivia,New York,583.85,88,2009-04-21,True
1626,1626,1626,Ms. John,New York,699.3,39,2013-05-03,False
1627,1627,1627, John,Tokyo,615.48,83,1975-08-03,
1628,1628,1628,Mrs. David,Tokyo,531.68,83,hBRyR0,False
1629,1629,1629,Mrs. Michael,Berlin,56.28,36,RolK2z,No
1630,1630,1630, David,Sydney,320.97,56,1967-12-15,False
1631,1631,1631,Mrs. Sophia,SYD,900.82,18,zZtR1N,
1632,1632,1632,Mrs. Robert,DBX,89.84,59,1990-03-07,N
1633,1633,1633,Dr. Robert,TYO,627.81,88,2013-10-11,False
1634,1634,1634,Dr. Sophia,TYO,209.76,59,F1GMSC,N
1635,1635,1635, Emily,PAR,89.62,33,1987-06-25,No
1636,1636,1636,Mrs. Michael,TYO,104.54,52,1985-03-15,No
1637,1637,1637,Dr. Robert,PAR,147.88,77,1970-12-01,
1638,1638,1638, David,DBX,422.91,86,1960-11-11,Yes
1639,1639,1639,Dr. Sophia,Dubai,603.79,71,1990-10-24,
1640,1640,1640,Dr. Robert,Berlin,692.43,60,1993-01-21,
1641,1641,1641, Sophia,Dubai,699.2,33,1954-10-05,
1642,1642,1642,Mrs. Michael,DBX,581.2,94,1991-08-18,
1643,1643,1643, Alice,LON,21.14,47,2020-11-28,
1644,1644,1644,Mr. Sophia,London,611.43,65,3OX1l2,True
1645,1645,1645, Alice,Mumbai,157.75,64,2005-11-26,N
1646,1646,1646,Dr. Alice,BER,966.85,47,1982-09-19,N
1647,1647,1647, Michael,LON,297.56,63,2010-05-10,True
1648,1648,1648,Mrs. Olivia,New York,322.06,71,1980-11-25,
1649,1649,1649,Mrs. Michael,Berlin,658.88,95,2001-07-27,N
1650,1650,1650,Mr. Sophia,Tokyo,856.78,6,2000-07-06,
1651,1651,1651,Mr. Robert,NYC,526.78,91,1952-12-27,No
1652,1652,1652,Ms. Michael,Sydney,25.03,49,1979-10-26,No
1653,1653,1653,Dr. Sophia,PAR,407.33,89,1965-06-11,No
1654,1654,1654,Mrs. Robert,SYD,431.35,11,1969-02-10,
1655,1655,1655, David,LON,194.47,25,1956-07-03,No
1656,1656,1656, Sophia,Berlin,495.11,26,1991-01-05,No
1657,1657,1657,Ms. Alice,PAR,719.45,22,2005-09-15,N
1658,1658,1658,Mrs. John,Sydney,439.63,16,2008-02-23,N
1659,1659,1659,Dr. Michael,Dubai,106.49,3,1965-08-12,
1660,1660,1660,Ms. Sophia,Sydney,545.98,58,1972-12-07,Yes
1661,1661,1661,Ms. David,Paris,328.27,7,2013-04-04,
1662,1662,1662,Mr. Alice,LON,310.06,63,2010-11-04,N
1663,1663,1663,Mrs. Alice,Paris,805.58,70,1973-05-07,Yes
1664,1664,1664,Ms. Robert,Dubai,711.06,91,8rqah1,False
1665,1665,1665,Mr. Robert,BER,819.6,16,1977-02-21,False
1666,1666,1666,Ms. Olivia,BOM,429.14,88,2003-04-12,Y
1667,1667,1667,Ms. Robert,London,655.61,12,1984-02-03,Y
1668,1668,1668,Ms. Sophia,Sydney,300.07,74,1959-03-03,
1669,1669,1669,Mr. John,Paris,250.91,90,1964-12-14,No
1670,1670,1670,Ms. Sophia,New York,30.09,29,1981-04-02,
1671,1671,1671, David,BER,760.66,54,1973-07-12,Yes
1672,1672,1672,Dr. Michael,DBX,251.14,68,1991-10-01,True
1673,1673,1673,Mrs. Emily,Sydney,799.26,7,2010-05-16,No
1674,1674,1674, Michael,DBX,380.12,10,1954-04-08,True
1675,1675,1675,Dr. David,LON,375.82,46,2008-12-23,Yes
1676,1676,1676,Ms. Robert,New York,704.3,1,2005-10-03,No
1677,1677,1677,Dr. David,TYO,438.08,74,2017-12-13,False
1678,1678,1678,Mr. Olivia,Sydney,627.06,32,1983-12-22,Yes
1679,1679,1679,Mrs. David,SYD,253.72,3,1950-11-11,False
1680,1680,1680,Mrs. Robert,DBX,523.22,91,2004-08-16,False
1681,1681,1681,Ms. John,NYC,50.8,44,1977-05-02,False
1682,1682,1682,Dr. Sophia,Berlin,980.54,20,1969-09-04,Yes
1683,1683,1683,Ms. Olivia,BER,219.91,10,1967-02-25,Yes
1684,1684,1684,Dr. Olivia,BER,728.65,84,6anuR4,Yes
1685,1685,1685,Mrs. Emily,Sydney,785.35,58,1970-08-08,No
1686,1686,1686,Mrs. Robert,TYO,57.15,63,1966-12-19,No
1687,1687,1687,Mr. Emily,Tokyo,535.66,1,1967-04-23,N
1688,1688,1688,Mr. Robert,London,529.92,43,tN5YnF,Y
1689,1689,1689, Alice,London,958.45,95,1986-09-07,Y
1690,1690,1690,Dr. Olivia,NYC,222.08,79,1972-09-10,Y
1691,1691,1691, Emily,SYD,939.18,80,1984-05-15,True
1692,1692,1692,Mr. Robert,BOM,268.39,46,1969-10-01,Y
1693,1693,1693, Alice,Berlin,317.86,4,1986-08-18,No
1694,1694,1694, Olivia,PAR,350.45,50,1958-10-14,Yes
1695,1695,1695,Mr. John,Berlin,803.44,27,94C77v,True
1696,1696,1696,Mr. Alice,BER,718.57,81,1991-06-19,
1697,1697,1697, Sophia,Mumbai,984.97,25,2007-09-03,N
1698,1698,1698, David,PAR,718.2,69,2012-07-23,False
1699,1699,1699,Mrs. Sophia,NYC,13.88,87,1957-02-16,No
1700,1700,1700,Ms. Michael,Tokyo,328.36,89,1995-07-06,Y
1701,1701,1701,Ms. Olivia,London,753.01,89,2016-02-02,False
1702,1702,1702,Mr. Michael,Mumbai,214.77,83,1986-03-12,Y
1703,1703,1703,Ms. John,DBX,159.91,5,1993-06-01,Y
1704,1704,1704,Ms. Emily,Tokyo,675.2,90,1978-05-15,No
1705,1705,1705,Mrs. Robert,Paris,634.44,33,1975-05-02,True
1706,1706,1706,Dr. Alice,LON,827.6,51,1990-04-05,N
1707,1707,1707,Mrs. Alice,London,975.04,63,1951-08-19,Y
1708,1708,1708,Mr. Michael,BER,429.31,47,1965-05-02,Yes
1709,1709,1709,Mrs. David,BOM,640.96,12,2019-03-20,No
1710,1710,1710,Mr. David,SYD,916.5,10,1977-04-21,N
1711,1711,1711,Ms. Emily,Berlin,916.62,39,2011-12-24,Y
1712,1712,1712,Ms. Sophia,Tokyo,912.09,93,2013-12-14,False
1713,1713,1713,Mr. Sophia,BOM,215.84,80,2018-01-10,
1714,1714,1714,Ms. John,Paris,477.82,69,mySwPq,Yes
1715,1715,1715,Dr. Emily,NYC,565.94,36,2018-07-11,Y
1716,1716,1716,Dr. Alice,DBX,227.3,87,1992-09-13,
1717,1717,1717,Ms. Robert,Mumbai,34.59,22,2000-04-07,No
1718,1718,1718,Mr. David,LON,197.13,47,2002-10-23,N
1719,1719,1719, Robert,Paris,385.59,96,1979-04-26,Y
1720,1720,1720,Mr. Alice,Sydney,75.43,88,2012-12-15,N
1721,1721,1721,Mr. Olivia,Tokyo,343.06,24,o9upwU,True
1722,1722,1722, Emily,LON,959.57,71,1966-04-10,Y
1723,1723,1723,Mr. Olivia,New York,966.23,43,2013-03-19,True
1724,1724,1724,Mrs. Olivia,SYD,156.83,72,2009-06-06,Y
1725,1725,1725,Dr. Emily,DBX,393.0,62,7N8iHS,No
1726,1726,1726,Ms. Sophia,Tokyo,167.46,82,2021-07-06,Yes
1727,1727,1727, Emily,Sydney,246.41,20,1984-01-10,No
1728,1728,1728,Dr. Emily,TYO,29.68,9,2013-06-13,Y
1729,1729,1729,Mrs. Emily,PAR,862.43,31,1995-10-02,No
1730,1730,1730,Mr. Olivia,PAR,592.82,52,1982-04-13,False
1731,1731,1731,Dr. Olivia,SYD,844.35,12,1985-04-27,True
1732,1732,1732,Ms. Sophia,LON,38.0,28,2008-04-26,Y
1733,1733,1733, Olivia,Berlin,109.97,97,1962-04-27,False
1734,1734,1734,Ms. Sophia,Berlin,350.08,99,2004-10-03,N
1735,1735,1735,Mrs. Olivia,Sydney,790.38,15,1968-08-17,True
1736,1736,1736, Olivia,SYD,324.65,63,1969-12-09,N
1737,1737,1737,Mrs. Sophia,NYC,365.33,84,1994-12-14,No
1738,1738,1738,Ms. Emily,NYC,564.25,51,1965-12-06,N
1739,1739,1739, David,Mumbai,451.62,42,GJpWb3,
1740,1740,1740,Dr. Olivia,Mumbai,950.64,71,1991-03-11,Y
1741,1741,1741, Olivia,Mumbai,213.84,38,2000-05-14,Y
1742,1742,1742, John,Berlin,271.06,80,1998-08-06,No
1743,1743,1743,Mr. Olivia,Sydney,644.66,99,2002-11-24,
1744,1744,1744, Olivia,Dubai,263.83,81,2016-04-17,False
1745,1745,1745,Dr. Robert,Dubai,878.32,67,x7Pnx0,Yes
1746,1746,1746,Ms. David,London,824.85,85,1968-12-24,N
1747,1747,1747,Mr. David,BER,462.58,18,2025-12-22,Yes
1748,1748,1748, John,TYO,339.53,76,2012-09-13,No
1749,1749,1749,Mr. Alice,BOM,840.96,5,1971-09-15,No
1750,1750,1750, Alice,Paris,851.46,97,1971-01-08,N
1751,1751,1751,Dr. Sophia,PAR,689.12,16,1976-06-07,
1752,1752,1752,Ms. John,London,757.45,78,NEBmVs,Yes
1753,1753,1753,Mrs. Emily,Berlin,831.78,47,1953-07-03,
1754,1754,1754,Dr. Sophia,Paris,142.22,15,2020-10-06,False
1755,1755,1755,Dr. Alice,NYC,815.33,58,1981-11-05,False
1756,1756,1756,Dr. Sophia,SYD,932.36,77,1971-02-02,Yes
1757,1757,1757, John,PAR,206.56,32,ZAEkpL,False
1758,1758,1758, Olivia,LON,392.44,38,2004-11-14,False
1759,1759,1759,Mrs. John,PAR,430.32,39,1965-07-18,False
1760,1760,1760,Mrs. Alice,Dubai,473.9,96,1971-05-16,Y
1761,1761,1761,Ms. David,Tokyo,568.09,98,1994-08-13,Y
1762,1762,1762,Dr. David,Berlin,97.17,77,2016-01-05,N
1763,1763,1763,Mr. Alice,Berlin,523.11,38,1952-01-24,No
1764,1764,1764,Mrs. Michael,PAR,980.6,52,1953-08-11,False
1765,1765,1765,Dr. Alice,PAR,553.98,86,1996-09-20,True
1766,1766,1766,Mrs. David,London,950.62,12,2021-08-24,N
1767,1767,1767,Mrs. Sophia,TYO,229.73,55,2023-01-18,
1768,1768,1768, Sophia,PAR,281.19,59,1950-04-25,N
1769,1769,1769,Dr. John,Dubai,141.85,18,1987-04-22,Yes
1770,1770,1770, John,Paris,497.11,17,1954-07-06,Yes
1771,1771,1771,Mr. Robert,Berlin,999.63,61,1974-11-16,Y
1772,1772,1772,Mrs. John,Paris,361.6,35,2024-04-25,No
1773,1773,1773,Dr. Alice,Paris,535.32,45,1971-10-03,False
1774,1774,1774,Dr. Emily,Tokyo,654.22,70,1982-10-24,Yes
1775,1775,1775,Dr. Alice,Mumbai,256.17,32,1980-04-19,Y
1776,1776,1776,Mrs. Michael,Paris,849.71,76,1984-03-24,
1777,1777,1777,Dr. Olivia,TYO,27.15,32,1965-02-03,True
1778,1778,1778,Ms. Olivia,Mumbai,653.06,17,1982-02-06,False
1779,1779,1779,Mr. Emily,NYC,335.23,72,CejuYi,No
1780,1780,1780,Dr. Olivia,Paris,996.25,51,1970-05-15,Y
1781,1781,1781,Mrs. Emily,DBX,82.79,48,1994-08-01,Yes
1782,1782,1782,Dr. Robert,NYC,429.07,72,1980-02-04,True
1783,1783,1783,Mrs. Olivia,Mumbai,321.69,56,1992-02-27,Yes
1784,1784,1784, Alice,Sydney,764.36,74,2025-09-03,True
1785,1785,1785,Mrs. Robert,BOM,895.16,100,R0TarI,Y
1786,1786,1786,Ms. Alice,BOM,308.85,88,TrQoW5,True
1787,1787,1787,Dr. John,NYC,204.83,17,2020-07-23,True
1788,1788,1788, Robert,Berlin,781.01,24,1976-03-04,Yes
1789,1789,1789,Mrs. Robert,BOM,435.25,14,1981-08-24,True
1790,1790,1790,Mrs. John,New York,573.64,62,g39tXI,False
1791,1791,1791,Dr. Alice,BER,217.97,16,1974-03-14,False
1792,1792,1792,Mr. Michael,TYO,741.8,76,2022-11-19,False
1793,1793,1793,Mrs. John,DBX,569.13,63,1964-06-08,Y
1794,1794,1794,Ms. David,London,656.43,5,1965-06-27,True
1795,1795,1795,Mrs. Emily,Tokyo,431.3,65,2022-04-14,
1796,1796,1796,Ms. Sophia,BER,761.98,17,1970-06-19,No
1797,1797,1797, Michael,Tokyo,52.12,7,1994-06-02,
1798,1798,1798,Ms. Sophia,BOM,220.98,66,1966-04-05,N
1799,1799,1799,Mrs. Olivia,BOM,307.84,72,2017-10-19,
1800,1800,1800,Dr. Michael,Mumbai,767.11,30,1995-12-06,
1801,1801,1801,Ms. David,Paris,428.27,90,2014-09-22,Y
1802,1802,1802,Ms. Emily,Berlin,962.12,81,zG4iFO,
1803,1803,1803,Ms. Olivia,New York,212.84,38,2013-03-06,False
1804,1804,1804,Mr. Sophia,Mumbai,599.33,100,1994-12-22,N
1805,1805,1805,Mr. John,New York,730.5,73,1981-02-21,True
1806,1806,1806,Mr. Emily,Berlin,960.24,65,2018-01-08,True
1807,1807,1807, David,BER,549.87,37,2023-02-25,True
1808,1808,1808,Mrs. Robert,Tokyo,606.44,65,1974-11-13,
1809,1809,1809,Dr. Michael,PAR,587.87,53,1954-04-25,Y
1810,1810,1810, Alice,BER,561.89,44,1956-03-26,False
1811,1811,1811,Mr. David,PAR,328.88,29,1957-01-16,False
1812,1812,1812,Mrs. Alice,Sydney,949.23,42,1996-10-19,Y
1813,1813,1813,Mrs. John,Paris,782.78,99,1963-02-06,
1814,1814,1814,Ms. David,NYC,34.2,75,1955-08-04,No
1815,1815,1815, Olivia,TYO,783.89,71,1983-09-21,
1816,1816,1816,Dr. Sophia,NYC,161.73,37,2006-11-14,True
1817,1817,1817,Dr. Michael,BER,97.84,2,MzKwOT,False
1818,1818,1818,Dr. Emily,TYO,32.73,59,2006-11-16,N
1819,1819,1819, Alice,Paris,121.15,30,1959-03-13,Yes
1820,1820,1820,Mrs. Robert,SYD,51.58,57,2004-07-15,True
1821,1821,1821,Mrs. Sophia,BER,257.42,74,1967-07-27,Yes
1822,1822,1822,Mrs. Olivia,NYC,666.73,70,1993-11-04,N
1823,1823,1823,Ms. Alice,Mumbai,628.91,43,1951-11-03,False
1824,1824,1824,Mrs. Emily,SYD,521.69,9,1971-06-18,False
1825,1825,1825, Sophia,LON,29.52,80,1979-03-05,True
1826,1826,1826,Mrs. David,PAR,210.85,21,1987-06-01,Yes
1827,1827,1827,Dr. John,LON,933.16,9,2016-07-10,N
1828,1828,1828,Mr. Michael,NYC,819.06,48,1958-12-28,Y
1829,1829,1829,Mrs. Robert,NYC,120.23,11,2004-04-02,
1830,1830,1830,Dr. Olivia,LON,155.78,100,1984-09-06,N
1831,1831,1831,Mr. David,PAR,604.35,68,1957-05-17,True
1832,1832,1832,Mr. Robert,SYD,979.68,65,1954-10-21,Y
1833,1833,1833,Mrs. Robert,BER,716.06,22,1965-10-15,No
1834,1834,1834,Mrs. John,DBX,125.67,33,Rtb3tu,False
1835,1835,1835,Dr. John,TYO,977.74,5,1988-02-22,N
1836,1836,1836, Sophia,BER,191.66,9,1959-02-02,
1837,1837,1837, Olivia,DBX,463.76,73,1999-07-27,
1838,1838,1838,Mrs. Olivia,LON,910.54,82,1978-10-12,False
1839,1839,1839,Dr. David,Sydney,917.73,98,dtHWTd,N
1840,1840,1840,Ms. John,TYO,949.23,38,KAnq5r,N
1841,1841,1841,Mr. David,BER,258.2,36,2024-10-21,
1842,1842,1842,Dr. Olivia,NYC,138.39,59,1978-11-03,
1843,1843,1843,Ms. Alice,DBX,135.35,77,1977-08-18,False
1844,1844,1844,Ms. Alice,SYD,515.0,43,p8HzpP,True
1845,1845,1845,Dr. Alice,Paris,908.39,70,2023-07-22,No
1846,1846,1846,Dr. Sophia,LON,629.17,56,2025-11-09,False
1847,1847,1847,Ms. Emily,Dubai,125.87,84,1982-03-24,No
1848,1848,1848,Ms. Olivia,BOM,99.07,20,2007-01-01,
1849,1849,1849,Dr. Robert,Sydney,76.27,9,f9FniO,No
1850,1850,1850,Dr. Olivia,Dubai,810.78,94,2019-06-14,True
1851,1851,1851,Dr. John,TYO,370.29,1,2007-02-13,True
1852,1852,1852,Dr. Alice,DBX,881.35,46,1950-12-26,Y
1853,1853,1853,Mr. Robert,Berlin,420.59,76,1965-06-06,True
1854,1854,1854,Mr. David,PAR,112.16,44,2021-04-11,No
1855,1855,1855,Mrs. David,BOM,347.75,30,2002-02-21,
1856,1856,1856,Ms. Emily,DBX,413.08,55,1983-09-17,N
1857,1857,1857,Dr. Robert,Sydney,978.37,88,2004-04-14,
1858,1858,1858,Mr. John,London,610.04,15,1954-02-14,False
1859,1859,1859,Mrs. John,NYC,578.0,4,2022-07-24,
1860,1860,1860,Dr. John,Dubai,58.73,3,rRC1l4,N
1861,1861,1861, David,NYC,304.98,18,1984-04-09,Y
1862,1862,1862, Michael,Dubai,968.52,4,2008-07-04,N
1863,1863,1863,Dr. Olivia,NYC,820.07,58,1965-12-07,No
1864,1864,1864,Dr. David,Sydney,481.82,71,1993-07-20,N
1865,1865,1865,Mr. Olivia,TYO,150.11,72,2020-07-03,N
1866,1866,1866,Dr. David,New York,795.36,13,1965-08-16,Yes
1867,1867,1867,Mr. Alice,Tokyo,140.95,82,1995-11-05,N
1868,1868,1868, David,Dubai,159.01,38,1999-10-25,True
1869,1869,1869,Ms. Emily,DBX,909.52,62,1982-11-02,Y
1870,1870,1870,Mr. John,LON,216.78,64,1969-02-10,Y
1871,1871,1871, Olivia,BOM,423.63,42,1953-05-05,Yes
1872,1872,1872,Mrs. John,Sydney,393.34,14,1967-03-16,N
1873,1873,1873,Dr. Olivia,NYC,118.64,40,2006-04-18,Yes
1874,1874,1874,Ms. Alice,TYO,39.89,82,1983-07-20,
1875,1875,1875,Mr. John,NYC,593.93,10,1961-07-21,Yes
1876,1876,1876,Ms. Robert,NYC,176.04,32,1970-11-07,Yes
1877,1877,1877, Alice,SYD,652.92,41,2009-01-14,Yes
1878,1878,1878, Alice,DBX,115.77,43,1987-11-09,Yes
1879,1879,1879,Ms. Emily,NYC,584.56,59,1990-12-18,N
1880,1880,1880,Dr. David,Tokyo,205.49,53,2006-02-13,Yes
1881,1881,1881,Ms. Sophia,LON,950.9,48,2020-08-23,Y
1882,1882,1882,Ms. Alice,SYD,359.41,18,2025-10-26,No
1883,1883,1883,Mrs. Olivia,Dubai,721.68,80,1975-07-25,
1884,1884,1884,Mr. Alice,SYD,822.63,30,2018-02-14,Yes
1885,1885,1885,Ms. Sophia,LON,584.18,1,1974-11-15,Yes
1886,1886,1886, Robert,PAR,903.66,19,1979-09-23,
1887,1887,1887,Ms. Alice,Sydney,330.91,85,1981-05-24,Y
1888,1888,1888,Dr. Alice,BOM,47.9,67,1968-01-02,N
1889,1889,1889,Ms. John,Sydney,143.62,35,2023-12-11,
1890,1890,1890, Michael,BER,251.9,77,VnNWFQ,True
1891,1891,1891,Mr. Emily,TYO,946.22,61,1993-07-26,True
1892,1892,1892,Mr. Sophia,DBX,416.51,51,2018-10-12,
1893,1893,1893,Mrs. John,Sydney,411.21,28,2015-05-04,
1894,1894,1894,Mr. Emily,Mumbai,80.37,39,1970-09-06,Y
1895,1895,1895,Ms. John,Mumbai,332.35,42,1978-07-22,False
1896,1896,1896,Mr. David,Paris,76.53,31,2000-12-02,
1897,1897,1897, Emily,DBX,617.25,12,2015-10-06,
1898,1898,1898,Mr. David,DBX,851.82,24,J0yFlB,
1899,1899,1899,Ms. David,Tokyo,730.12,83,2004-10-16,
1900,1900,1900, Michael,Tokyo,247.54,96,1985-04-15,True
1901,1901,1901,Mr. Emily,Paris,50.71,47,s30nBZ,Y
1902,1902,1902,Dr. Sophia,PAR,341.78,2,1965-11-24,True
1903,1903,1903,Ms. Alice,Paris,748.95,4,lHGmf1,Yes
1904,1904,1904,Ms. Michael,NYC,767.91,56,1964-04-02,N
1905,1905,1905, Alice,BOM,380.48,30,1998-12-17,True
1906,1906,1906,Mr. Robert,DBX,165.05,22,2015-02-03,N
1907,1907,1907,Dr. John,Paris,273.15,10,1950-03-02,
1908,1908,1908,Mr. Emily,TYO,353.61,81,2021-11-04,No
1909,1909,1909,Mr. Alice,TYO,662.32,35,1967-01-24,
1910,1910,1910,Mr. David,Paris,319.0,68,2016-09-26,
1911,1911,1911,Ms. John,New York,357.88,12,2019-03-17,No
1912,1912,1912,Mrs. Robert,BER,907.28,20,2005-10-23,False
1913,1913,1913,Dr. Michael,SYD,363.71,23,8COgTp,Yes
1914,1914,1914, Michael,DBX,274.6,14,2020-05-22,
1915,1915,1915,Mrs. Emily,London,48.75,74,1981-03-21,N
1916,1916,1916,Dr. David,Paris,713.28,70,2020-05-12,Y
1917,1917,1917,Dr. Robert,New York,441.15,38,1950-06-13,No
1918,1918,1918,Mr. Michael,Tokyo,704.78,89,2020-07-03,
1919,1919,1919,Mr. Alice,PAR,812.27,14,2008-10-18,True
1920,1920,1920, David,BOM,666.84,12,1951-02-24,False
1921,1921,1921,Ms. John,New York,494.85,39,2011-11-12,
1922,1922,1922,Ms. Olivia,Dubai,559.59,45,D6sD5l,False
1923,1923,1923,Mrs. Michael,NYC,420.23,77,1965-12-18,Yes
1924,1924,1924, David,Paris,154.87,17,1957-01-05,Y
1925,1925,1925,Dr. David,TYO,499.72,27,2017-03-17,N
1926,1926,1926,Dr. Robert,NYC,483.1,86,1991-08-18,
1927,1927,1927,Mr. David,TYO,397.39,39,2001-12-06,False
1928,1928,1928,Ms. John,London,249.37,49,1981-07-18,True
1929,1929,1929,Ms. Robert,New York,933.23,92,1985-12-24,False
1930,1930,1930,Mr. Alice,Mumbai,741.82,100,1989-08-17,False
1931,1931,1931,Mr. Robert,London,477.74,24,1968-03-23,No
1932,1932,1932,Dr. Alice,New York,644.77,22,2002-12-23,False
1933,1933,1933,Ms. Michael,TYO,317.67,59,1985-07-11,Yes
1934,1934,1934,Mr. John,BER,417.18,34,1955-07-24,No
1935,1935,1935,Dr. John,BER,598.83,32,1960-01-11,N
1936,1936,1936,Ms. Alice,LON,809.69,31,2016-08-17,False
1937,1937,1937,Ms. David,New York,76.28,26,1956-04-25,Y
1938,1938,1938,Mr. Sophia,Mumbai,78.12,19,1981-02-13,No
1939,1939,1939,Mrs. Michael,TYO,131.06,25,1985-11-18,N
1940,1940,1940,Mr. Robert,Mumbai,182.25,37,1974-05-21,N
1941,1941,1941,Mr. Sophia,TYO,678.65,97,1982-12-24,Yes
1942,1942,1942,Mr. David,PAR,39.6,87,1951-12-01,Yes
1943,1943,1943,Mr. David,Berlin,293.9,77,1955-10-10,
1944,1944,1944,Dr. David,SYD,57.59,89,1981-05-27,No
1945,1945,1945, Olivia,Berlin,798.05,31,2008-03-13,Y
1946,1946,1946,Mrs. Emily,TYO,904.24,73,2011-05-12,False
1947,1947,1947, Emily,Sydney,285.45,43,2002-09-01,False
1948,1948,1948,Mr. Sophia,Dubai,891.4,26,2001-07-17,Y
1949,1949,1949,Mr. Alice,Tokyo,422.4,33,1975-09-16,False
1950,1950,1950,Ms. Emily,BER,123.91,56,1998-01-22,False
1951,1951,1951,Dr. John,DBX,899.95,80,2008-05-13,True
1952,1952,1952, Robert,BOM,662.9,58,1955-08-27,True
1953,1953,1953,Mrs. Sophia,BER,134.76,19,hF8awa,N
1954,1954,1954,Dr. Olivia,DBX,173.46,39,2015-03-21,No
1955,1955,1955,Dr. David,Berlin,115.28,41,2015-03-24,True
1956,1956,1956,Dr. Alice,BER,872.99,92,1994-11-20,
1957,1957,1957,Dr. Robert,New York,323.27,61,2013-01-19,N
1958,1958,1958,Mr. John,Mumbai,141.32,97,1993-04-06,True
1959,1959,1959, David,BOM,841.87,36,1972-08-15,
1960,1960,1960, Olivia,Sydney,595.89,50,1991-04-09,False
1961,1961,1961,Dr. Sophia,BER,645.42,65,bo5iTY,True
1962,1962,1962, David,TYO,753.44,80,1993-06-15,N
1963,1963,1963, Olivia,LON,457.02,57,1993-12-11,True
1964,1964,1964, John,BER,413.21,23,2009-06-13,No
1965,1965,1965,Mrs. Sophia,TYO,579.35,56,2022-06-18,False
1966,1966,1966, John,Dubai,757.89,6,1968-10-19,N
1967,1967,1967,Ms. Michael,London,323.73,72,1963-08-18,
1968,1968,1968, Sophia,DBX,349.67,50,1985-06-21,No
1969,1969,1969,Ms. Robert,Paris,757.15,80,1990-11-02,Y
1970,1970,1970,Mr. Sophia,Berlin,700.47,31,1967-07-20,Y
1971,1971,1971, David,London,85.74,54,2008-05-03,No
1972,1972,1972,Ms. Sophia,Mumbai,744.22,72,r4tVqi,Yes
1973,1973,1973,Mr. Olivia,Berlin,325.05,44,1979-09-24,Yes
1974,1974,1974,Mr. John,SYD,477.92,99,2025-05-06,Yes
1975,1975,1975,Mr. John,PAR,729.85,98,1976-01-01,True
1976,1976,1976,Mrs. John,Tokyo,43.99,29,CyyPog,Y
1977,1977,1977,Mrs. Michael,Paris,42.74,37,1969-12-19,Yes
1978,1978,1978,Mrs. Michael,Mumbai,277.08,4,1984-12-17,No
1979,1979,1979,Dr. Olivia,LON,313.23,7,2013-04-09,Y
1980,1980,1980,Mr. Robert,TYO,699.7,63,1972-09-03,True
1981,1981,1981, David,New York,200.56,19,2024-03-23,Y
1982,1982,1982,Dr. Robert,Tokyo,14.83,67,1972-04-07,False
1983,1983,1983,Mr. Emily,Berlin,391.71,70,1984-02-22,Y
1984,1984,1984,Ms. Olivia,Berlin,656.27,87,1967-12-01,True
1985,1985,1985,Mr. Michael,Tokyo,562.12,54,1976-09-02,True
1986,1986,1986,Mr. Olivia,LON,542.33,61,2000-12-25,Yes
1987,1987,1987,Dr. David,BOM,956.27,6,2019-04-19,Yes
1988,1988,1988,Mr. David,London,701.84,75,2019-11-01,No
1989,1989,1989,Dr. David,SYD,141.69,22,1975-02-10,
1990,1990,1990,Mr. Alice,BOM,288.26,78,2005-06-18,False
1991,1991,1991,Dr. Sophia,New York,793.23,67,2011-10-20,False
1992,1992,1992,Mr. Sophia,DBX,194.28,37,6wsZds,False
1993,1993,1993,Dr. Michael,DBX,666.43,42,2003-03-07,No
1994,1994,1994,Mr. John,London,443.42,58,2000-02-16,False
1995,1995,1995,Mr. Michael,SYD,664.39,82,1973-09-04,Yes
1996,1996,1996,Mrs. Emily,NYC,59.63,79,2008-08-03,Yes
1997,1997,1997, Alice,TYO,604.64,38,1952-02-17,True
1998,1998,1998,Ms. John,Sydney,384.44,86,2000-08-24,N
1999,1999,1999,Dr. David,Paris,677.46,16,ofDvEH,
2000,2000,2000,Mr. John,New York,34.48,35,1988-04-18,True
2001,2001,2001,Mr. Robert,New York,805.5,78,2022-07-02,N
2002,2002,2002,Ms. Robert,PAR,70.19,15,2014-05-23,False
2003,2003,2003,Mr. John,NYC,179.29,92,1971-07-10,True
2004,2004,2004,Mr. Emily,SYD,767.07,15,1957-05-16,Y
2005,2005,2005, Emily,New York,370.94,11,2017-04-21,N
